firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,firm_type,status
GA-000574,"Harris, Robinson & Moore",Duluth,Gwinnett,GA,Divorce; Construction Law,1977,39,(229) 630-5197,https://firm8827.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000575,Allen Law Group,Duluth,Gwinnett,GA,Civil Litigation; Commercial Litigation,1981,48,(478) 309-2842,https://attorney1725.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000576,Harris & Associates,Suwanee,Gwinnett,GA,Civil Litigation; Healthcare Law,1999,29,(470) 722-6205,https://attorney6836.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000577,Moore Legal,Suwanee,Gwinnett,GA,Commercial Litigation; Admiralty Law,2004,27,(706) 692-3543,https://legal301.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000578,Johnson Law Group,Suwanee,Gwinnett,GA,Mergers & Acquisitions; Bankruptcy,2009,39,(770) 607-6691,https://lawyers9804.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000579,Davis Legal,Suwanee,Gwinnett,GA,Criminal Defense; Real Estate,1981,1,(678) 440-1329,https://firm2534.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000580,Morris Legal,Suwanee,Gwinnett,GA,Personal Injury; Civil Litigation,1960,1,(404) 677-3078,https://law328.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000581,Garcia Legal,Suwanee,Gwinnett,GA,Family Law; Civil Litigation,1982,48,(478) 811-1204,https://legal7201.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000582,Garcia Legal,Suwanee,Gwinnett,GA,Healthcare Law; Civil Litigation,2004,15,(762) 662-9089,https://legal7009.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000583,Campbell Legal,Suwanee,Gwinnett,GA,Probate; Divorce,2008,14,(912) 831-5536,https://firm4518.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000584,Wilson Legal,Suwanee,Gwinnett,GA,Healthcare Law; Employment Law,1986,20,(762) 949-1269,https://firm9713.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000585,"Lewis, Wilson & Jackson",Suwanee,Gwinnett,GA,Family Law; DUI Defense,1990,7,(912) 795-8609,https://firm5794.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000586,"Taylor, Reeves & Lee",Suwanee,Gwinnett,GA,Family Law; Bankruptcy,1984,2,(762) 627-6951,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000587,King & Associates,Suwanee,Gwinnett,GA,Patent Law; Admiralty Law,2008,44,(770) 606-8391,https://firm8194.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000588,Williams Law Group,Suwanee,Gwinnett,GA,Tax Law; DUI Defense,1990,14,(912) 935-8585,https://firm111.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000589,Davis Legal,Suwanee,Gwinnett,GA,Criminal Defense; Business Law,1975,6,(706) 243-7459,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000590,Peterson Law Group,Suwanee,Gwinnett,GA,Tax Law; DUI Defense,2009,5,(229) 769-2967,https://legal5972.net,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000591,Lee Law Group,Suwanee,Gwinnett,GA,Divorce; Commercial Litigation,1983,37,(229) 531-5673,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000592,Smith & Associates,Suwanee,Gwinnett,GA,Commercial Litigation; Admiralty Law,2023,44,(770) 601-5545,https://lawyers8661.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000593,"Taylor, Smith & Thomas",Suwanee,Gwinnett,GA,Administrative Law; Securities Law,1984,23,(762) 462-7091,https://lawyers5851.org,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000594,"Hernandez, Parker & Jackson",Lawrenceville,Gwinnett,GA,Immigration Law; Probate,1990,41,(762) 825-4425,https://firm3168.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000595,"Allen, Smith & Miller",Lawrenceville,Gwinnett,GA,Administrative Law; Litigation,1964,23,(478) 487-6412,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000596,Taylor Law Group,Lawrenceville,Gwinnett,GA,Business Law; Securities Law,2011,18,(678) 291-9826,https://law5592.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000597,Rodriguez & Associates,Lawrenceville,Gwinnett,GA,Estate Planning; Personal Injury,1966,36,(706) 888-6363,https://firm239.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000598,Taylor Legal,Lawrenceville,Gwinnett,GA,Tax Law; Criminal Defense,1996,21,(229) 940-9369,https://law5813.org,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000599,Wright & Associates,Lawrenceville,Gwinnett,GA,Civil Litigation; Patent Law,1969,11,(478) 616-2925,https://attorney478.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000600,Harris Legal,Lawrenceville,Gwinnett,GA,Criminal Defense; Corporate Law,1981,9,(678) 950-4531,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000601,Lee Legal,Lawrenceville,Gwinnett,GA,Construction Law; Mergers & Acquisitions,2015,50,(470) 845-3931,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000602,Phillips & Associates,Lawrenceville,Gwinnett,GA,Environmental Law; DUI Defense,2001,20,(678) 916-3536,https://attorney6754.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000603,Morris Law Group,Lawrenceville,Gwinnett,GA,DUI Defense; Probate,2010,36,(912) 577-2693,https://attorney4848.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000604,Parker Law Group,Lawrenceville,Gwinnett,GA,Intellectual Property; Mergers & Acquisitions,1979,24,(478) 230-1027,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000605,Reeves Legal,Lawrenceville,Gwinnett,GA,Probate; Intellectual Property,1977,17,(470) 297-5123,https://firm2961.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000606,Campbell Law Group,Lawrenceville,Gwinnett,GA,Immigration Law; Estate Planning,2008,19,(770) 639-9843,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000607,Campbell Law Group,Lawrenceville,Gwinnett,GA,Divorce; Construction Law,1972,2,(678) 306-8300,https://attorney6714.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000608,King Law Group,Lawrenceville,Gwinnett,GA,Criminal Defense; Divorce,1962,36,(478) 779-9863,https://attorney291.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000609,Morris & Associates,Lawrenceville,Gwinnett,GA,Litigation; Civil Litigation,1965,36,(404) 518-2542,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000610,The Williams Law Firm,Lawrenceville,Gwinnett,GA,Healthcare Law; Litigation,1965,47,(706) 708-3944,https://attorney6961.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000611,Phillips Law Group,Lawrenceville,Gwinnett,GA,Personal Injury; Construction Law,1965,34,(404) 810-9092,https://attorney3846.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000612,Brown Law Group,Lawrenceville,Gwinnett,GA,Employment Law; Securities Law,2000,47,(762) 314-7062,https://law9767.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000613,Reeves Legal,Lawrenceville,Gwinnett,GA,Securities Law; Real Estate,1969,11,(770) 664-9872,https://attorney3764.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000614,Harris Law Group,Lawrenceville,Gwinnett,GA,Criminal Defense; Commercial Litigation,1977,41,(404) 754-2332,https://legal2872.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000615,"Phillips, Taylor & Murphy",Lawrenceville,Gwinnett,GA,Personal Injury; Divorce,1998,21,(912) 346-6937,https://firm4817.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000616,Clark & Collins LLP,Lawrenceville,Gwinnett,GA,Mergers & Acquisitions; Patent Law,1968,38,(404) 690-4684,https://law2128.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000617,Ramirez Law Group,Lawrenceville,Gwinnett,GA,Litigation; Corporate Law,2023,45,(706) 481-4334,https://law1952.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000618,"Murphy, Williams & Hernandez",Lawrenceville,Gwinnett,GA,Healthcare Law; Bankruptcy,1976,7,(404) 269-2412,https://legal159.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000619,Miller Legal,Kennesaw,Cobb,GA,Intellectual Property; Securities Law,1964,19,(478) 958-9992,https://law7942.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000620,Jackson & Associates,Kennesaw,Cobb,GA,Divorce; Securities Law,1992,14,(404) 612-6487,https://attorney9415.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000621,"Brown, Hernandez & Thomas",Kennesaw,Cobb,GA,Bankruptcy; Environmental Law,1966,31,(404) 523-1778,https://lawyers150.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000622,Lopez Legal,Kennesaw,Cobb,GA,Administrative Law; Mergers & Acquisitions,1985,10,(770) 374-6523,https://attorney7289.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000623,"Martinez, Torres & Harris",Kennesaw,Cobb,GA,Civil Litigation; Litigation,2023,49,(706) 507-8726,https://law7347.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000624,The Walker Law Firm,Kennesaw,Cobb,GA,Patent Law; Corporate Law,1973,15,(706) 814-8823,https://law6877.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000625,Anderson Law Group,Kennesaw,Cobb,GA,Patent Law; Real Estate,2010,2,(678) 479-7486,https://legal5964.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000626,Smith & Associates,Kennesaw,Cobb,GA,Bankruptcy; Real Estate,1969,47,(678) 202-3024,https://firm1426.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000627,Smith Law Group,Kennesaw,Cobb,GA,Securities Law; Mergers & Acquisitions,1984,15,(770) 664-2677,https://attorney7823.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000628,Rodriguez & Lopez LLP,Kennesaw,Cobb,GA,Divorce; Healthcare Law,2008,2,(404) 822-5395,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000629,Edwards & Associates,Kennesaw,Cobb,GA,Personal Injury; Family Law,2017,48,(229) 965-7645,https://law6100.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000630,Gonzalez Law Group,Kennesaw,Cobb,GA,Family Law; Estate Planning,1998,2,(404) 238-6968,https://firm9088.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000631,"Anderson, Parker & Reeves",Kennesaw,Cobb,GA,Healthcare Law; Immigration Law,1983,32,(404) 894-2287,https://law7187.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000632,"Collins, Thompson & Gonzalez",Kennesaw,Cobb,GA,Construction Law; Healthcare Law,1990,5,(706) 252-4402,https://legal5365.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000633,Allen & Young LLP,Kennesaw,Cobb,GA,Environmental Law; Mergers & Acquisitions,2016,38,(762) 584-5124,https://attorney6941.org,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000634,Young Legal,Kennesaw,Cobb,GA,Patent Law; Personal Injury,1980,45,(478) 962-7931,https://law3266.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000635,Rodriguez Law Group,Kennesaw,Cobb,GA,Corporate Law; Intellectual Property,2013,17,(404) 635-6579,https://firm4954.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000636,Anderson Legal,Kennesaw,Cobb,GA,Intellectual Property; Mergers & Acquisitions,2016,17,(478) 706-9880,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000637,Wright Legal,Kennesaw,Cobb,GA,Employment Law; Mergers & Acquisitions,1968,4,(706) 333-5345,https://firm1903.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000638,Martinez & Associates,Kennesaw,Cobb,GA,Probate; Divorce,2022,23,(762) 891-2925,https://law8458.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000639,Rodriguez Law Group,Acworth,Cobb,GA,Corporate Law; Immigration Law,1997,45,(470) 634-3105,https://attorney2553.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000640,Wright Law Group,Acworth,Cobb,GA,Patent Law; DUI Defense,2001,6,(706) 552-9017,https://law5004.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000641,Clark & Associates,Acworth,Cobb,GA,Family Law; Business Law,1988,30,(770) 840-8173,https://law6016.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000642,Lee & Associates,Acworth,Cobb,GA,Business Law; Tax Law,1972,21,(706) 541-7857,https://lawyers2190.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000643,Davis & Associates,Acworth,Cobb,GA,Tax Law; Employment Law,2014,30,(678) 561-9705,https://law2934.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000644,Murphy Legal,Acworth,Cobb,GA,Personal Injury; Real Estate,1994,49,(770) 499-2212,https://firm5853.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000645,Clark & Associates,Acworth,Cobb,GA,Family Law; Patent Law,1998,12,(912) 872-4248,https://attorney9261.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000646,Parker Legal,Acworth,Cobb,GA,Employment Law; Civil Litigation,1989,24,(912) 659-9371,https://legal1415.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000647,Miller Law Group,Acworth,Cobb,GA,Mergers & Acquisitions; Construction Law,1997,33,(478) 900-5319,https://firm4934.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000648,Young Law Group,Acworth,Cobb,GA,Intellectual Property; Criminal Defense,1979,14,(770) 813-6406,https://lawyers9282.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000649,Johnson & Associates,Acworth,Cobb,GA,Commercial Litigation; Business Law,1961,37,(770) 665-1054,https://law9576.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000650,Ramirez & Harris LLP,Acworth,Cobb,GA,Corporate Law; Immigration Law,1997,17,(478) 471-3264,https://legal2651.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000651,Edwards & Associates,Acworth,Cobb,GA,Family Law; Estate Planning,1999,1,(478) 797-8582,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000652,The Phillips Law Firm,Acworth,Cobb,GA,Patent Law; Probate,2009,6,(762) 907-2890,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000653,Sanchez & Parker LLP,Acworth,Cobb,GA,Patent Law; Mergers & Acquisitions,1977,27,(706) 202-6650,https://attorney9551.law,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000654,The Thompson Law Firm,Acworth,Cobb,GA,Divorce; Intellectual Property,1971,16,(678) 248-9805,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000655,Sanchez Legal,Acworth,Cobb,GA,Securities Law; Probate,2002,34,(770) 660-9928,https://law4039.legal,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000656,Hernandez & Associates,Acworth,Cobb,GA,Environmental Law; Healthcare Law,1991,42,(762) 424-6561,https://law7825.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000657,Jones Law Group,Cumming,Forsyth,GA,Bankruptcy; Personal Injury,2020,34,(762) 500-6293,https://legal4676.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000658,Allen Legal,Cumming,Forsyth,GA,Tax Law; Personal Injury,1962,13,(478) 255-2372,https://attorney3029.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000659,Walker Law Group,Cumming,Forsyth,GA,Intellectual Property; Employment Law,1992,40,(706) 772-3249,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000660,Clark Law Group,Cumming,Forsyth,GA,Healthcare Law; Mergers & Acquisitions,2006,16,(678) 968-9980,https://law3612.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000661,White & Associates,Cumming,Forsyth,GA,Admiralty Law; Bankruptcy,1967,2,(770) 395-2195,https://legal9355.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000662,The Lopez Law Firm,Cumming,Forsyth,GA,Immigration Law; Family Law,1999,45,(678) 420-2094,https://attorney4054.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000663,Thomas Legal,Cumming,Forsyth,GA,Family Law; Criminal Defense,2011,50,(762) 717-7176,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000664,Taylor & Associates,Cumming,Forsyth,GA,Business Law; Commercial Litigation,1998,47,(762) 921-5875,https://legal8507.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000665,Moore Legal,Cumming,Forsyth,GA,Patent Law; Family Law,2007,7,(404) 855-7446,https://legal452.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000666,Walker Law Group,Cumming,Forsyth,GA,Employment Law; Healthcare Law,2008,50,(229) 437-4573,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000667,Jackson Law Group,Cumming,Forsyth,GA,Construction Law; Tax Law,1997,36,(762) 459-8154,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000668,Sanchez & Associates,Cumming,Forsyth,GA,Mergers & Acquisitions; Immigration Law,1995,1,(478) 438-7356,https://firm9907.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000669,Gonzalez & Associates,Cumming,Forsyth,GA,Tax Law; Family Law,1987,9,(912) 887-9588,https://law4482.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000670,Ramirez Law Group,Cumming,Forsyth,GA,Healthcare Law; Divorce,1969,17,(470) 570-5278,https://attorney2065.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000671,Walker & Associates,Cumming,Forsyth,GA,Admiralty Law; Probate,2021,15,(912) 829-7493,https://firm7727.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000672,Lewis Legal,Cumming,Forsyth,GA,Intellectual Property; DUI Defense,2018,12,(762) 274-6522,https://attorney5325.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000673,The King Law Firm,Cumming,Forsyth,GA,Criminal Defense; Construction Law,2015,7,(470) 227-9298,https://lawyers4245.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000674,Garcia & Associates,Cumming,Forsyth,GA,Healthcare Law; Family Law,1995,47,(678) 365-2719,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000675,Harris Legal,Dacula,Gwinnett,GA,Securities Law; Family Law,1965,2,(404) 442-6667,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000676,Lee & Associates,Dacula,Gwinnett,GA,Environmental Law; Healthcare Law,2022,36,(762) 657-1519,https://attorney9402.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000677,Anderson Legal,Dacula,Gwinnett,GA,Employment Law; Business Law,2018,15,(912) 264-8539,https://attorney4277.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000678,Allen & Associates,Dacula,Gwinnett,GA,Civil Litigation; Patent Law,1987,43,(470) 718-7143,https://lawyers1232.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000679,Miller & Associates,Dacula,Gwinnett,GA,Litigation; Tax Law,1995,27,(912) 746-6881,https://legal3711.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000680,Murphy Legal,Dacula,Gwinnett,GA,Real Estate; Criminal Defense,1972,15,(478) 334-4057,https://firm7607.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000681,Miller Law Group,Dacula,Gwinnett,GA,Admiralty Law; Criminal Defense,1979,31,(478) 586-4527,https://legal787.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000682,Rodriguez Law Group,Dacula,Gwinnett,GA,Corporate Law; Bankruptcy,1960,36,(770) 233-4539,https://firm488.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000683,Gonzalez Legal,Dacula,Gwinnett,GA,Family Law; Healthcare Law,1978,34,(706) 761-4527,https://attorney5031.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000684,Parker & Rodriguez LLP,Dacula,Gwinnett,GA,Tax Law; Litigation,1989,16,(470) 495-4891,https://firm5198.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000685,Brown Law Group,Dacula,Gwinnett,GA,Bankruptcy; DUI Defense,1968,22,(470) 638-7950,https://lawyers5278.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000686,The Gonzalez Law Firm,Dacula,Gwinnett,GA,Securities Law; Civil Litigation,2015,19,(770) 590-2539,https://legal4366.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000687,"Jones, Johnson & Young",Dacula,Gwinnett,GA,Mergers & Acquisitions; Bankruptcy,1975,1,(229) 380-4519,https://legal6030.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000688,Young Law Group,Dacula,Gwinnett,GA,Real Estate; Construction Law,2000,2,(706) 838-9658,https://legal1516.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000689,Hernandez & Associates,Dacula,Gwinnett,GA,Construction Law; Personal Injury,2001,10,(762) 977-4227,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000690,Edwards & Associates,Dacula,Gwinnett,GA,Securities Law; Real Estate,1962,9,(229) 818-5641,https://lawyers5560.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000691,Lopez & Jones LLP,Dacula,Gwinnett,GA,Civil Litigation; Real Estate,2023,5,(912) 269-2422,https://attorney412.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000692,"Lewis, Edwards & Gonzalez",Madison,Morgan,GA,Admiralty Law; Construction Law,1978,7,(706) 628-8171,https://law3904.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000693,Phillips & Associates,Madison,Morgan,GA,Securities Law; Family Law,1993,40,(678) 582-1676,https://attorney9542.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000694,The Garcia Law Firm,Madison,Morgan,GA,Healthcare Law; Business Law,1998,35,(706) 614-6647,https://attorney2619.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000695,Reeves Law Group,Madison,Morgan,GA,Employment Law; Commercial Litigation,2011,49,(912) 686-2334,https://lawyers3929.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000696,Taylor Law Group,Madison,Morgan,GA,Family Law; Tax Law,2013,12,(404) 781-6699,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000697,The Edwards Law Firm,Madison,Morgan,GA,Immigration Law; Patent Law,1961,32,(478) 426-5406,https://law2586.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000698,Garcia & Associates,Madison,Morgan,GA,Divorce; Real Estate,1982,28,(678) 972-1754,https://firm9616.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000699,Young Legal,Canton,Cherokee,GA,Employment Law; Admiralty Law,1965,12,(912) 266-3094,https://lawyers2295.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000700,The Anderson Law Firm,Canton,Cherokee,GA,Intellectual Property; Mergers & Acquisitions,1980,39,(706) 912-8819,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000701,Collins & Associates,Canton,Cherokee,GA,Divorce; Tax Law,2005,27,(478) 591-1935,https://law2667.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000702,The Young Law Firm,Canton,Cherokee,GA,Business Law; Civil Litigation,1967,32,(404) 374-2881,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000703,Miller Law Group,Canton,Cherokee,GA,Probate; Litigation,2004,29,(706) 962-9030,https://legal503.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000704,Martin Legal,Canton,Cherokee,GA,Tax Law; Personal Injury,2014,16,(706) 408-7507,https://firm9655.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000705,Phillips Legal,Canton,Cherokee,GA,Patent Law; Construction Law,2001,39,(678) 807-6652,https://law4933.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000706,The Hernandez Law Firm,Canton,Cherokee,GA,Tax Law; DUI Defense,2000,24,(706) 509-9706,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000707,White Law Group,Canton,Cherokee,GA,Intellectual Property; DUI Defense,1964,48,(762) 935-9619,https://attorney308.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000708,Walker Legal,Canton,Cherokee,GA,Tax Law; Immigration Law,1991,4,(770) 713-2966,https://firm3975.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000709,Phillips & Associates,Canton,Cherokee,GA,Patent Law; Real Estate,1994,13,(404) 396-2230,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000710,Martinez Law Group,Canton,Cherokee,GA,Securities Law; Business Law,2007,21,(404) 878-6119,https://lawyers5521.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000711,The Phillips Law Firm,Woodstock,Cherokee,GA,Corporate Law; Commercial Litigation,1990,3,(229) 804-5748,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000712,Murphy Law Group,Woodstock,Cherokee,GA,Employment Law; Criminal Defense,1982,50,(706) 896-6513,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000713,"Lewis, Morris & Hernandez",Woodstock,Cherokee,GA,Intellectual Property; Mergers & Acquisitions,1962,17,(678) 831-4032,https://lawyers2299.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000714,Moore & Rodriguez LLP,Woodstock,Cherokee,GA,Mergers & Acquisitions; Civil Litigation,2003,49,(478) 238-1489,https://law7588.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000715,Sanchez Law Group,Woodstock,Cherokee,GA,Construction Law; Commercial Litigation,1964,46,(762) 391-4820,https://firm4985.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
